To Date,Battery (%),R. Humidity (%),Light (Lux),PM₂.₅ (µg/m³ ),PM₁₀ (µg/m³ ),PM₁ (µg/m³ ),PM₁₀₀ (µg/m³ ),Temperature (°C),UV ( Index),Wind Direction (degree),Wind Speed (m/s)
5/5/2022 5:00:00,15.00,51.58,0.00,22.25,41.29,12.60,60.11,15.94,0.02,148.60,1.50
5/5/2022 6:00:00,3.33,54.35,0.00,21.62,38.39,12.81,56.33,15.00,0.02,162.42,0.96
5/5/2022 11:00:00,0.00,38.56,"30,031.93",35.65,61.87,25.42,90.19,18.34,0.00,148.16,1.73
5/5/2022 12:00:00,1.67,32.69,"45,211.97",41.82,106.86,24.31,165.09,19.82,0.02,139.60,2.23
5/5/2022 13:00:00,0.00,28.68,"67,654.46",68.80,215.11,27.16,320.13,21.27,0.05,138.04,2.88
5/5/2022 14:00:00,0.00,25.81,"61,250.58",41.21,94.01,23.28,138.54,22.88,0.07,134.78,3.02
5/5/2022 15:00:00,0.00,23.53,"60,832.58",37.41,66.82,23.38,91.91,24.35,0.09,138.37,2.24
5/5/2022 16:00:00,0.00,21.94,"53,321.35",41.43,93.29,23.48,138.32,25.26,0.25,111.38,3.45
5/5/2022 17:00:00,0.00,18.96,"67,136.11",43.57,108.50,23.31,165.37,25.81,0.20,114.74,3.52
5/5/2022 18:00:00,19.83,17.85,"20,335.97",29.76,58.10,18.46,87.42,26.59,0.98,117.73,2.64
5/5/2022 19:00:00,86.17,18.41,"49,345.88",30.24,47.13,20.64,63.54,26.82,0.97,129.42,1.96
5/5/2022 20:00:00,85.17,18.89,"23,763.82",27.13,44.96,17.67,62.73,25.92,0.66,153.73,1.93
5/5/2022 21:00:00,50.83,20.78,"4,931.89",26.61,39.99,17.10,50.17,24.19,0.30,202.10,1.59
5/5/2022 22:00:00,25.83,23.94,77.54,27.61,42.06,17.67,54.21,21.55,0.02,199.03,1.38
5/5/2022 23:00:00,22.33,26.27,1.33,27.66,42.68,17.84,56.79,20.02,0.02,148.12,1.03
6/5/2022 0:00:00,20.33,30.31,0.00,27.94,41.24,18.66,53.19,18.71,0.02,160.48,1.12
6/5/2022 1:00:00,14.83,32.17,0.67,27.26,44.21,17.82,60.10,18.52,0.02,138.47,2.20
6/5/2022 2:00:00,2.80,34.22,0.00,27.54,43.08,18.48,57.75,17.96,0.02,151.19,1.82
6/5/2022 12:00:00,5.83,27.18,"45,582.95",28.30,83.04,11.21,129.86,20.57,0.01,121.72,2.44
6/5/2022 13:00:00,0.33,23.56,"66,742.49",26.12,72.84,10.89,113.83,22.33,0.04,149.28,2.71
6/5/2022 14:00:00,0.00,20.75,"62,946.12",22.50,51.07,10.86,78.38,23.50,0.09,123.50,2.48
6/5/2022 15:00:00,0.20,16.86,"52,349.33",17.60,32.42,8.41,46.30,25.63,0.09,152.09,2.70
6/5/2022 16:00:00,0.00,15.06,"45,214.04",17.24,28.99,9.08,40.18,26.23,0.14,148.50,2.16
6/5/2022 17:00:00,0.00,13.88,"68,252.68",18.55,32.22,9.29,46.53,28.05,0.07,170.45,1.67
6/5/2022 18:00:00,12.67,14.48,"26,741.61",19.32,35.23,9.60,52.33,27.86,0.96,158.19,1.76
6/5/2022 19:00:00,85.33,14.75,"51,774.92",20.52,40.90,10.50,62.42,27.46,0.92,171.86,1.62
6/5/2022 20:00:00,85.17,14.59,"24,044.25",19.05,29.94,10.98,40.87,27.04,0.63,172.30,1.23
6/5/2022 21:00:00,55.67,15.33,"5,634.13",22.95,43.45,12.60,64.08,25.51,0.19,148.03,0.82
6/5/2022 22:00:00,28.20,18.66,134.89,35.17,83.77,17.87,121.94,22.85,0.04,274.68,1.55
6/5/2022 23:00:00,22.67,26.47,3.33,38.24,98.78,16.71,145.91,20.99,0.02,211.17,2.67
7/5/2022 0:00:00,21.17,30.67,0.67,29.77,64.32,14.13,95.27,19.58,0.02,180.90,1.42
7/5/2022 1:00:00,16.33,34.76,1.33,22.35,47.22,10.69,70.92,18.82,0.02,205.20,2.01
7/5/2022 2:00:00,3.83,39.00,0.00,19.86,36.36,10.88,51.55,17.93,0.02,155.48,1.71
7/5/2022 12:00:00,5.20,33.86,"44,877.85",24.87,50.47,11.79,73.24,22.16,0.03,158.48,1.52
7/5/2022 13:00:00,1.00,30.43,"69,219.06",28.48,67.80,12.86,104.61,23.96,0.04,152.50,1.92
7/5/2022 14:00:00,0.00,29.17,"59,556.65",26.32,50.73,12.60,73.06,24.32,0.18,146.58,2.07
7/5/2022 15:00:00,13.50,26.66,"40,461.31",25.19,48.10,12.53,69.47,25.02,0.27,131.49,1.96
7/5/2022 16:00:00,28.67,24.13,"38,644.35",22.72,36.40,12.42,47.79,26.59,0.16,157.03,2.02
7/5/2022 17:00:00,33.67,22.04,"67,984.15",24.17,42.33,12.59,60.10,27.46,0.11,161.74,1.93
7/5/2022 18:00:00,66.00,19.49,"37,677.12",22.62,39.15,11.44,55.49,27.75,0.73,178.21,0.92
7/5/2022 19:00:00,86.33,19.94,"44,615.88",22.42,38.46,12.30,55.16,27.74,0.33,166.88,1.48
7/5/2022 20:00:00,76.80,20.68,"24,049.63",23.00,42.00,11.73,61.35,27.06,0.21,156.66,1.44
7/5/2022 21:00:00,47.20,22.39,"5,904.36",22.70,35.27,12.51,46.00,25.65,0.21,201.57,1.34
7/5/2022 22:00:00,25.83,28.41,50.10,39.40,88.63,20.43,128.22,23.71,0.02,198.88,2.54
7/5/2022 23:00:00,22.50,33.60,0.67,58.22,111.29,36.62,152.25,21.92,0.02,195.35,2.92
8/5/2022 0:00:00,20.67,33.82,2.67,23.98,43.37,11.37,59.46,20.33,0.02,197.39,1.43
8/5/2022 1:00:00,15.00,34.90,1.33,24.76,48.27,10.19,68.06,19.22,0.02,206.20,1.74
8/5/2022 2:00:00,2.80,35.69,0.80,24.12,47.46,10.35,68.15,18.55,0.02,142.96,1.62
8/5/2022 11:00:00,6.00,42.26,"30,144.17",26.83,52.18,12.85,73.64,18.68,0.06,137.00,2.14
8/5/2022 12:00:00,13.00,38.47,"42,460.30",31.15,74.24,12.78,108.55,20.58,0.08,147.39,2.06
8/5/2022 13:00:00,14.33,35.12,"68,191.75",34.68,89.39,14.12,134.34,22.46,0.02,138.20,2.27
8/5/2022 14:00:00,18.33,31.86,"55,689.72",29.77,61.55,13.63,89.94,24.22,0.15,148.11,2.26
8/5/2022 15:00:00,39.83,28.58,"49,765.82",25.69,45.42,12.59,61.66,24.76,0.12,130.38,2.53
8/5/2022 16:00:00,49.33,24.95,"49,174.35",23.93,39.75,12.49,52.56,26.03,0.18,167.62,2.49
8/5/2022 17:00:00,60.00,22.04,"63,445.70",23.27,37.58,12.31,49.95,27.14,0.11,161.64,2.36
8/5/2022 18:00:00,86.83,20.50,"46,353.60",22.36,37.09,11.29,51.10,27.27,0.20,172.76,2.02
8/5/2022 19:00:00,93.17,20.02,"27,156.08",21.64,41.60,10.57,62.15,27.16,0.16,128.11,2.00
8/5/2022 20:00:00,85.00,24.28,"12,385.20",25.49,53.38,11.92,80.89,26.23,0.47,168.55,1.39
8/5/2022 21:00:00,52.00,34.67,"3,081.01",35.34,79.90,16.42,119.01,23.85,0.35,182.51,1.46
8/5/2022 22:00:00,30.20,40.34,53.70,33.36,70.92,15.61,103.09,21.81,0.02,176.55,1.38
8/5/2022 23:00:00,23.00,36.70,4.00,25.22,48.64,11.77,67.01,20.78,0.02,205.47,1.53
9/5/2022 0:00:00,21.67,36.26,4.00,22.57,40.63,10.57,54.32,19.46,0.02,215.05,1.72
9/5/2022 1:00:00,19.67,38.57,4.00,22.86,42.31,10.86,56.53,19.04,0.02,229.67,1.84
9/5/2022 2:00:00,12.40,42.37,2.40,24.67,46.01,10.65,62.16,18.33,0.02,187.64,1.31
9/5/2022 3:00:00,1.00,44.12,0.00,25.32,51.68,10.17,76.61,17.82,0.02,148.19,1.44
9/5/2022 12:00:00,6.83,37.10,"47,173.18",28.59,57.61,12.30,80.98,20.77,0.01,135.91,1.96
9/5/2022 13:00:00,0.80,29.83,"66,205.49",40.45,117.54,13.79,180.78,22.74,0.05,124.63,2.65
9/5/2022 14:00:00,0.00,21.79,"59,276.32",32.81,91.49,11.69,143.18,24.44,0.08,131.46,2.42
9/5/2022 15:00:00,3.00,21.48,"54,583.68",26.78,61.44,11.21,91.33,25.42,0.07,137.36,3.28
9/5/2022 16:00:00,5.67,21.44,"51,223.92",26.87,59.91,11.22,90.83,26.29,0.09,132.05,2.92
9/5/2022 17:00:00,19.00,21.32,"50,304.13",25.70,50.83,11.60,74.58,26.56,0.15,120.77,2.55
9/5/2022 18:00:00,59.17,19.81,"50,535.95",25.02,43.83,12.37,61.49,28.53,0.18,180.06,1.91
9/5/2022 19:00:00,87.40,20.04,"44,174.54",27.68,58.19,12.70,92.12,28.16,0.26,124.80,2.18
9/5/2022 20:00:00,75.83,20.60,"18,604.95",25.00,49.63,11.55,74.07,26.69,0.48,100.35,1.88
9/5/2022 21:00:00,45.67,21.72,"5,145.40",22.25,43.67,10.15,63.24,25.04,0.23,111.62,1.62
9/5/2022 22:00:00,25.20,27.28,88.16,23.65,43.93,10.59,59.16,23.65,0.02,143.91,1.27
9/5/2022 23:00:00,22.33,33.92,4.00,24.81,45.14,10.24,60.10,21.84,0.02,178.41,1.33
10/5/2022 0:00:00,20.17,36.55,4.00,24.83,44.68,10.72,60.53,20.32,0.02,177.57,1.27
10/5/2022 1:00:00,14.17,38.95,3.33,24.66,44.54,10.21,59.45,19.50,0.02,145.02,1.65
10/5/2022 2:00:00,2.00,41.30,4.00,24.53,43.78,10.15,58.95,18.92,0.02,165.03,1.36
10/5/2022 11:00:00,1.00,43.63,"25,024.33",28.65,58.18,12.41,82.37,19.86,0.10,160.95,1.56
10/5/2022 12:00:00,6.83,40.55,"46,204.90",30.42,69.12,12.28,99.95,21.04,0.02,148.51,2.26
10/5/2022 13:00:00,5.20,34.81,"67,509.35",33.23,80.32,13.03,119.48,22.98,0.06,136.75,2.35
10/5/2022 14:00:00,9.17,30.68,"48,793.53",34.93,91.28,12.86,141.98,24.36,0.50,139.66,2.36
10/5/2022 15:00:00,28.17,26.34,"44,311.57",37.02,105.27,12.20,164.40,25.35,0.18,116.19,3.04
10/5/2022 16:00:00,40.83,23.93,"49,751.81",28.28,64.34,10.93,98.84,26.51,0.11,105.79,2.96
10/5/2022 17:00:00,50.80,25.59,"42,519.64",31.55,71.05,12.18,106.28,25.92,0.16,117.02,3.15
10/5/2022 18:00:00,80.83,24.40,"53,562.56",33.44,78.67,12.69,118.64,26.14,0.09,98.14,3.71
10/5/2022 19:00:00,98.83,21.86,"47,748.32",32.12,83.50,11.60,133.43,26.40,0.09,97.73,3.61
10/5/2022 20:00:00,98.33,20.40,"23,660.10",22.42,47.91,9.26,73.11,26.59,0.07,122.72,2.08
10/5/2022 21:00:00,68.50,24.59,"5,147.27",23.01,46.91,9.96,68.19,25.15,0.17,137.36,1.53
10/5/2022 22:00:00,38.67,28.58,105.07,22.29,43.95,8.92,60.86,23.07,0.02,185.92,1.64
10/5/2022 23:00:00,25.67,31.82,4.00,25.67,47.05,11.17,63.25,21.64,0.02,185.50,1.52
11/5/2022 0:00:00,22.33,35.41,4.00,27.31,49.60,12.32,67.03,20.50,0.02,191.81,1.17
11/5/2022 1:00:00,21.17,39.71,2.67,22.95,42.32,10.40,58.95,19.54,0.02,160.80,1.42
11/5/2022 2:00:00,17.50,46.46,0.67,25.86,45.91,11.39,60.94,18.81,0.02,186.86,1.78
11/5/2022 3:00:00,7.17,50.29,4.00,27.72,49.82,12.66,67.25,18.10,0.02,145.47,1.88
11/5/2022 4:00:00,0.00,50.57,4.00,28.20,49.35,12.72,65.41,17.74,0.02,160.07,1.68
11/5/2022 11:00:00,0.00,47.63,"14,504.65",34.32,77.92,12.64,114.65,18.11,0.38,163.86,1.69
11/5/2022 12:00:00,0.00,41.16,"46,138.19",38.10,101.08,12.59,150.25,20.51,0.04,151.48,2.37
11/5/2022 13:00:00,0.00,37.20,"68,944.44",34.17,77.24,12.65,112.00,22.67,0.05,170.36,1.96
11/5/2022 14:00:00,3.33,33.91,"48,771.30",35.64,82.17,12.90,121.82,23.80,0.06,153.23,2.08
11/5/2022 15:00:00,32.60,29.18,"29,792.78",33.85,96.33,11.05,147.87,23.98,0.12,151.61,2.38
11/5/2022 16:00:00,58.00,26.48,"32,740.56",47.23,161.27,13.34,254.98,24.99,0.16,126.00,3.37
11/5/2022 17:00:00,61.17,25.84,"46,430.10",53.22,178.51,13.94,278.99,25.24,0.16,120.40,3.22
11/5/2022 18:00:00,85.00,25.60,"54,923.11",43.87,144.29,12.81,229.72,25.44,0.23,115.85,3.38
11/5/2022 19:00:00,100.00,23.70,"50,214.04",34.22,91.08,12.15,144.86,26.23,0.26,133.84,2.72
11/5/2022 20:00:00,99.83,23.69,"23,735.21",31.14,83.88,11.09,132.63,25.12,0.19,115.02,2.76
11/5/2022 21:00:00,75.00,24.53,"5,312.89",25.60,54.26,10.75,77.98,23.84,0.21,172.65,2.08
11/5/2022 22:00:00,45.67,29.16,81.74,23.05,46.17,8.18,63.76,21.66,0.02,220.59,2.28
11/5/2022 23:00:00,30.17,34.76,4.00,27.06,52.66,9.72,70.52,20.50,0.02,213.47,2.30
12/5/2022 0:00:00,23.17,39.57,4.00,30.13,57.09,10.35,75.78,19.53,0.02,218.48,2.19
12/5/2022 1:00:00,21.67,43.39,4.00,30.08,56.92,11.20,75.84,18.78,0.02,212.59,2.20
12/5/2022 2:00:00,20.33,47.49,3.33,30.34,56.13,12.78,75.21,17.95,0.02,214.27,1.75
12/5/2022 3:00:00,15.00,49.96,2.67,30.08,57.36,12.86,79.16,17.29,0.02,200.97,1.68
12/5/2022 4:00:00,2.33,47.97,3.33,27.66,53.61,10.35,75.53,16.60,0.02,204.19,1.48
12/5/2022 11:00:00,0.00,43.30,"14,528.97",31.69,80.81,11.13,123.69,17.35,0.39,164.26,2.01
12/5/2022 12:00:00,0.00,38.52,"47,031.98",32.83,77.68,12.38,114.67,20.00,0.04,164.71,2.05
12/5/2022 13:00:00,0.83,36.19,"51,100.78",37.73,99.20,13.12,146.25,21.23,0.04,141.52,2.34
12/5/2022 14:00:00,17.83,34.78,"47,333.01",38.62,105.06,12.80,155.54,21.72,0.09,115.37,2.99
12/5/2022 15:00:00,48.83,30.86,"45,380.03",42.10,125.59,13.43,189.12,23.39,0.10,116.57,3.56
12/5/2022 16:00:00,59.33,28.18,"41,649.44",33.99,80.25,12.18,118.00,24.53,0.11,114.08,3.38
12/5/2022 17:00:00,58.00,26.49,"49,832.01",37.18,94.90,12.28,141.02,24.69,0.26,101.28,3.62
12/5/2022 18:00:00,77.83,24.42,"61,878.79",34.33,86.71,12.21,132.50,25.33,0.32,107.50,3.63
12/5/2022 19:00:00,100.00,23.27,"46,389.46",34.37,88.67,11.87,136.20,25.40,0.33,112.56,3.25
12/5/2022 20:00:00,96.67,23.71,"18,633.13",30.09,72.37,10.93,108.85,24.44,0.23,96.34,3.39
12/5/2022 21:00:00,71.50,24.63,"6,211.95",25.77,49.89,10.70,66.98,23.61,0.23,113.76,2.76
12/5/2022 22:00:00,38.50,27.06,119.52,25.58,47.45,10.66,62.13,21.89,0.02,148.26,1.27
12/5/2022 23:00:00,25.33,28.98,4.00,27.67,55.53,10.61,77.07,20.80,0.02,196.86,1.58
13-05-2022 00:00,22.20,31.12,4.00,30.68,64.47,11.42,92.04,19.51,0.02,192.47,1.39
13-05-2022 01:00,21.00,33.85,4.00,28.97,56.39,11.27,78.44,18.49,0.02,176.68,1.05
13-05-2022 02:00,17.50,36.24,4.00,29.22,59.90,10.29,87.39,17.57,0.02,169.82,0.94
13-05-2022 03:00,6.83,36.89,4.00,29.97,61.67,10.12,88.89,17.31,0.02,167.96,1.26
13-05-2022 04:00,0.00,36.97,2.00,34.08,77.10,11.28,114.29,17.15,0.02,167.35,1.03
13-05-2022 11:00,0.00,31.31,"19,654.62",37.22,89.39,12.68,132.27,19.38,0.34,145.50,1.83
13-05-2022 12:00,0.67,29.32,"47,218.24",40.77,105.40,12.65,154.04,21.48,0.02,159.18,2.03
13-05-2022 13:00,0.00,28.46,"68,292.42",41.27,100.37,13.93,147.50,22.93,0.04,145.98,2.30
13-05-2022 14:00,0.00,24.20,"63,845.52",40.43,91.29,14.53,134.78,25.07,0.07,170.47,2.16
13-05-2022 15:00,0.00,23.94,"66,669.80",40.03,90.40,14.67,132.06,25.03,0.07,126.77,2.75
13-05-2022 16:00,1.33,22.29,"57,110.23",36.06,71.39,14.21,100.92,26.56,0.13,137.98,2.43
13-05-2022 17:00,4.00,22.58,"69,607.08",36.86,71.07,14.52,98.71,26.22,0.10,166.18,2.60
13-05-2022 18:00,23.00,21.61,"66,323.43",36.93,70.37,14.52,98.81,27.59,0.05,121.26,2.25
13-05-2022 19:00,67.83,20.48,"44,181.01",39.54,84.08,14.75,123.74,27.19,0.05,115.36,2.95
13-05-2022 20:00,57.33,20.04,"20,378.41",34.98,68.35,13.27,97.03,27.04,0.09,119.98,1.75
13-05-2022 21:00,30.83,22.57,"4,440.23",31.53,62.67,12.13,86.44,24.77,0.29,101.51,1.99
13-05-2022 22:00,22.00,25.50,122.23,31.86,67.29,12.35,93.86,23.11,0.02,149.63,1.32
13-05-2022 23:00,16.83,28.36,4.00,36.70,88.19,12.50,128.47,21.78,0.02,133.21,1.80
14-05-2022 00:00,4.17,32.39,4.00,43.46,112.85,14.62,167.43,20.25,0.02,144.60,1.35
14-05-2022 11:00,0.00,38.51,"13,020.93",41.65,91.08,14.51,128.80,18.82,0.48,129.73,1.97
14-05-2022 12:00,0.00,36.18,"46,884.54",44.63,107.62,14.93,153.27,20.98,0.03,134.74,2.50
14-05-2022 13:00,0.00,32.07,"58,926.26",48.88,137.82,15.34,202.52,22.12,0.11,135.55,2.97
14-05-2022 14:00,0.00,28.10,"61,381.62",45.69,115.37,15.40,170.07,23.57,0.05,127.38,3.15
14-05-2022 15:00,9.83,24.46,"60,574.28",41.00,85.24,15.80,122.94,26.34,0.14,142.75,2.28
14-05-2022 16:00,24.83,23.30,"54,820.67",45.86,106.06,15.78,155.63,26.05,0.07,107.32,3.48
14-05-2022 17:00,31.00,20.52,"71,604.62",42.43,98.50,14.78,146.81,26.41,0.04,100.26,4.12
14-05-2022 18:00,52.67,18.41,"69,238.26",35.52,80.19,13.47,123.20,27.62,0.54,130.86,2.34
14-05-2022 19:00,78.50,18.31,"46,688.04",35.33,72.73,13.81,107.53,27.19,0.54,110.95,2.77
14-05-2022 20:00,67.17,18.40,"21,355.89",32.66,65.36,12.50,95.21,26.99,0.29,158.17,1.94
14-05-2022 21:00,38.17,19.79,"5,035.99",30.74,59.98,11.91,82.66,25.01,0.23,201.61,1.79
14-05-2022 22:00,23.17,22.06,95.78,29.58,59.53,10.28,81.71,22.51,0.02,174.96,1.75
14-05-2022 23:00,21.33,23.98,4.00,31.35,64.37,11.87,89.94,21.17,0.02,132.42,1.85
15-05-2022 00:00,17.00,27.52,4.00,35.41,79.92,12.60,117.59,20.11,0.02,134.47,1.21
15-05-2022 01:00,4.50,31.50,4.00,37.74,84.57,14.30,124.53,18.91,0.02,149.30,1.51
15-05-2022 02:00,0.00,31.72,4.00,38.19,85.19,13.80,123.92,19.03,0.02,176.00,1.72
15-05-2022 12:00,7.60,21.90,"49,838.00",36.19,79.01,13.50,113.13,21.53,0.01,148.37,1.92
15-05-2022 13:00,4.17,20.62,"67,322.63",39.84,94.71,14.52,138.24,22.37,0.03,122.37,3.15
15-05-2022 14:00,2.17,19.36,"64,113.54",38.01,83.39,14.56,120.70,23.81,0.08,112.70,3.06
15-05-2022 15:00,6.33,17.46,"69,260.32",35.71,72.25,14.34,104.86,25.87,0.06,132.28,2.03
15-05-2022 16:00,12.00,16.79,"59,635.82",33.20,63.52,13.41,89.76,26.00,0.07,123.58,3.05
15-05-2022 17:00,13.83,15.62,"73,245.14",34.56,65.52,14.54,93.90,27.62,0.05,150.86,2.47
15-05-2022 18:00,28.33,15.24,"70,825.49",34.29,63.39,14.62,90.10,27.50,0.06,147.54,2.23
15-05-2022 19:00,69.50,15.30,"45,626.82",34.81,67.38,14.80,97.99,27.22,0.06,121.69,2.14
15-05-2022 20:00,59.83,14.58,"22,140.13",31.93,62.89,13.38,93.01,26.98,0.05,142.84,1.81
15-05-2022 21:00,33.00,15.54,"5,153.27",30.20,60.90,12.49,89.81,25.42,0.20,118.38,1.52
15-05-2022 22:00,22.33,16.88,98.19,28.25,59.35,11.87,87.19,23.17,0.02,167.30,1.07
15-05-2022 23:00,18.17,17.99,4.00,27.06,53.48,10.44,75.29,21.45,0.02,115.82,1.57
16-05-2022 00:00,6.17,22.27,4.00,31.06,64.09,12.63,92.08,20.17,0.02,173.60,1.46
16-05-2022 01:00,0.00,23.38,4.00,30.72,61.08,12.38,86.34,19.67,0.02,169.00,1.69
16-05-2022 11:00,0.00,24.50,"14,536.64",35.34,78.40,12.75,111.86,18.77,0.37,133.58,1.89
16-05-2022 12:00,0.00,21.73,"47,099.59",40.49,111.25,14.86,170.81,21.51,0.02,155.32,2.07
16-05-2022 13:00,0.00,19.62,"68,104.49",40.46,95.43,15.86,143.74,23.53,0.02,134.24,2.23
16-05-2022 14:00,0.00,17.86,"65,598.41",36.69,74.19,15.42,108.37,24.48,0.06,140.30,2.21
16-05-2022 15:00,0.00,15.91,"67,015.04",35.66,72.61,14.70,106.28,25.96,0.08,123.44,2.09
16-05-2022 16:00,0.00,15.09,"58,884.67",32.75,59.49,14.57,83.97,26.64,0.10,152.20,2.12
16-05-2022 17:00,0.00,14.16,"71,028.66",31.51,56.01,14.61,77.48,26.85,0.05,146.49,1.78
16-05-2022 18:00,5.83,13.00,"70,498.12",30.95,60.48,13.81,89.52,27.23,0.06,164.69,1.29
16-05-2022 19:00,44.33,12.74,"46,250.17",29.94,54.35,13.59,76.92,27.30,0.06,180.84,1.64
16-05-2022 20:00,52.50,13.63,"21,333.91",30.15,51.75,14.27,69.63,26.63,0.05,172.84,1.10
16-05-2022 21:00,30.67,13.90,"5,261.66",30.49,53.82,14.20,72.62,25.82,0.20,210.65,0.92
16-05-2022 22:00,18.33,25.40,120.17,42.31,102.68,17.73,151.00,23.50,0.02,185.32,2.06
16-05-2022 23:00,5.50,32.76,4.00,37.72,87.07,15.92,127.36,21.45,0.02,178.63,3.37
17-05-2022 00:00,0.00,29.55,4.00,38.09,78.76,17.17,111.24,20.86,0.02,178.00,3.56
17-05-2022 10:00,0.00,64.09,"5,913.20",39.57,70.08,21.96,98.68,14.59,0.41,205.00,2.78
17-05-2022 11:00,0.00,58.88,"18,727.31",36.91,74.65,18.62,108.72,16.39,0.18,217.54,2.93
17-05-2022 12:00,3.83,48.51,"44,235.81",39.89,85.64,19.90,123.76,19.58,0.03,226.67,1.95
17-05-2022 13:00,12.33,31.44,"67,866.21",45.12,89.65,21.53,128.33,23.61,0.05,204.69,1.41
17-05-2022 14:00,16.00,24.75,"68,838.54",48.09,97.75,20.61,141.58,24.69,0.05,153.35,1.93
17-05-2022 15:00,23.17,25.00,"68,993.22",46.90,91.96,20.37,131.92,25.51,0.04,156.92,1.83
17-05-2022 16:00,37.50,25.02,"57,068.47",41.86,73.26,18.78,98.06,25.71,0.05,223.68,2.30
17-05-2022 17:00,46.17,21.80,"70,587.87",40.04,75.23,17.88,106.06,26.36,0.05,154.02,2.33
17-05-2022 18:00,62.33,21.21,"67,127.73",40.68,81.93,17.89,118.86,26.83,0.02,192.90,1.69
17-05-2022 19:00,82.17,20.23,"44,948.18",43.72,108.54,17.97,169.20,26.38,0.02,159.33,1.79
17-05-2022 20:00,75.33,19.82,"20,706.84",39.28,75.56,17.35,107.01,25.88,0.03,158.51,1.36
17-05-2022 21:00,47.50,21.27,"5,840.99",38.55,69.78,18.00,93.74,24.86,0.21,255.98,1.80
17-05-2022 22:00,24.83,22.66,99.40,43.53,79.01,21.66,104.49,23.36,0.02,301.86,1.56
17-05-2022 23:00,22.33,29.86,1.33,63.06,122.88,36.14,167.78,22.16,0.02,220.40,1.56
18-05-2022 00:00,20.17,38.24,2.00,59.08,110.47,34.25,150.43,20.72,0.02,200.29,2.88
18-05-2022 01:00,12.60,38.97,4.00,43.76,86.18,22.03,124.09,20.31,0.02,165.71,0.96
18-05-2022 02:00,1.50,32.17,4.00,51.15,113.68,21.13,163.81,20.11,0.02,176.99,1.19
18-05-2022 10:00,0.00,41.90,"6,607.23",45.61,91.62,20.40,136.40,16.02,0.40,153.00,0.46
18-05-2022 11:00,0.00,41.95,"14,873.12",47.27,99.96,20.40,145.76,18.27,0.39,204.03,0.82
18-05-2022 12:00,0.00,31.35,"43,239.08",47.74,96.29,19.63,133.75,21.74,0.03,214.76,1.19
18-05-2022 13:00,0.00,26.37,"67,068.50",61.08,151.15,22.36,222.75,23.23,0.03,137.96,1.72
18-05-2022 14:00,1.67,23.37,"70,917.16",49.73,104.02,20.44,148.95,23.90,0.06,171.01,1.88
18-05-2022 15:00,11.83,21.26,"68,599.27",48.56,93.55,20.84,132.53,25.92,0.03,148.16,1.85
18-05-2022 16:00,20.50,21.30,"67,309.97",46.66,84.36,20.61,115.15,25.78,0.10,175.69,1.89
18-05-2022 17:00,25.33,19.84,"69,318.48",46.40,83.82,20.53,116.49,27.10,0.11,127.91,2.11
18-05-2022 18:00,46.33,19.34,"60,575.61",44.00,77.98,20.13,106.52,26.94,0.05,169.66,1.31
18-05-2022 19:00,70.00,18.92,"41,894.16",45.41,88.69,20.07,128.41,27.20,0.05,202.69,1.79
18-05-2022 20:00,57.33,19.81,"19,720.35",41.69,76.34,18.98,105.46,25.79,0.03,163.10,1.20
18-05-2022 21:00,33.17,20.69,"5,113.30",39.10,65.71,18.78,83.61,24.40,0.23,163.78,1.92
18-05-2022 22:00,22.33,22.63,108.72,46.71,79.34,24.74,102.92,22.74,0.02,272.15,1.02
18-05-2022 23:00,18.50,33.14,2.00,60.01,105.22,36.11,140.74,21.01,0.02,210.54,1.64
19-05-2022 00:00,7.33,33.93,0.00,58.14,108.11,30.25,146.82,19.57,0.02,203.37,1.88
19-05-2022 01:00,0.00,31.12,0.00,52.88,113.67,20.70,162.03,19.12,0.02,154.96,1.08
19-05-2022 10:00,0.00,33.07,"6,923.57",43.50,95.12,15.87,140.92,16.92,0.40,201.00,1.00
19-05-2022 11:00,0.00,30.10,"14,751.63",46.01,102.72,16.84,148.70,18.46,0.34,164.47,1.46
19-05-2022 12:00,0.00,26.94,"38,149.04",49.36,127.62,17.05,187.37,20.49,0.06,160.20,2.03
19-05-2022 13:00,0.00,24.39,"66,920.19",45.63,97.13,18.02,136.63,22.40,0.02,135.30,2.27
19-05-2022 14:00,5.50,23.68,"69,481.24",47.09,90.82,20.09,126.80,23.91,0.06,132.67,2.47
19-05-2022 15:00,18.50,21.97,"64,469.99",46.69,85.74,20.64,118.56,25.58,0.07,192.61,1.79
19-05-2022 16:00,42.00,20.72,"54,203.48",43.98,77.23,19.72,104.44,26.26,0.14,195.62,1.97
19-05-2022 17:00,57.50,19.64,"52,752.27",45.17,81.47,20.78,114.38,27.15,0.09,180.49,1.68
19-05-2022 18:00,62.67,19.57,"45,614.86",45.09,83.50,19.92,116.22,26.66,0.17,157.28,1.34
19-05-2022 19:00,77.67,18.36,"40,791.34",42.71,78.36,19.37,109.60,26.46,0.20,187.69,1.80
19-05-2022 20:00,70.67,18.05,"19,472.38",40.21,79.02,17.47,114.86,25.88,0.06,151.09,1.67
19-05-2022 21:00,41.33,18.81,"4,977.71",41.00,93.59,17.20,137.97,24.32,0.22,97.04,1.30
19-05-2022 22:00,23.50,27.59,120.61,69.23,179.05,28.28,257.13,22.33,0.03,206.18,2.34
