To Date,Battery (%),R. Humidity (%),Light (Lux),PM₂.₅ (µg/m³ ),PM₁₀ (µg/m³ ),PM₁ (µg/m³ ),PM₁₀₀ (µg/m³ ),Temperature (°C),UV ( Index),Wind Direction (degree),Wind Speed (m/s)
27-06-2022 08:00,21.00,86.88,2.67,40.91,50.56,34.60,61.47,11.34,0.02,211.87,1.83
27-06-2022 09:00,19.67,87.77,251.60,41.25,61.88,32.15,87.17,11.08,0.03,179.42,0.92
27-06-2022 10:00,18.83,87.51,"4,458.26",45.82,59.84,37.85,76.32,11.55,0.34,209.05,1.00
27-06-2022 11:00,22.00,82.09,"13,562.07",49.57,65.39,41.59,84.89,12.99,0.42,225.78,2.08
27-06-2022 12:00,51.17,75.20,"23,869.50",46.70,81.67,35.62,117.38,14.59,0.19,202.95,3.15
27-06-2022 13:00,95.83,69.78,"40,543.64",50.76,97.81,36.65,143.35,16.37,0.07,198.78,2.56
27-06-2022 14:00,93.00,59.24,"56,045.50",51.77,104.45,34.56,150.35,18.93,0.07,209.39,2.01
27-06-2022 15:00,100.00,61.99,"63,813.17",46.03,55.98,36.73,62.60,20.17,0.08,159.34,1.79
27-06-2022 16:00,100.00,51.80,"68,915.70",42.03,55.53,30.82,63.46,22.07,0.01,171.75,1.87
27-06-2022 17:00,100.00,49.60,"65,923.57",47.12,72.65,31.32,89.36,23.03,0.08,155.75,1.77
27-06-2022 18:00,98.83,59.66,"10,968.64",46.40,75.99,31.41,98.02,18.47,0.22,136.90,2.10
27-06-2022 19:00,93.67,69.02,"15,284.98",44.00,70.68,29.38,93.70,14.82,0.53,189.20,1.96
27-06-2022 20:00,100.00,60.92,"15,046.02",31.21,37.15,23.91,41.47,17.88,0.44,152.35,1.16
27-06-2022 21:00,90.83,66.91,"1,331.88",36.42,44.55,27.51,50.66,15.78,0.17,134.64,1.32
27-06-2022 22:00,74.00,71.56,64.63,36.01,42.38,28.13,46.44,14.30,0.02,187.93,1.44
27-06-2022 23:00,63.17,65.77,1.33,32.17,38.94,24.67,44.13,14.87,0.02,135.05,1.58
28-06-2022 00:00,52.17,72.86,0.00,46.73,75.15,31.12,101.59,13.95,0.02,217.66,0.63
28-06-2022 01:00,43.17,74.92,0.00,43.11,58.02,31.97,70.40,13.47,0.02,216.30,2.16
28-06-2022 02:00,32.17,72.71,1.33,46.13,72.15,30.82,94.25,13.20,0.02,193.51,1.62
28-06-2022 03:00,24.00,67.09,0.00,35.36,43.20,26.52,48.97,13.77,0.02,98.37,0.87
28-06-2022 04:00,21.67,69.39,0.00,36.25,43.98,27.57,49.02,13.10,0.02,308.56,0.59
28-06-2022 05:00,20.50,70.86,0.00,51.46,94.81,31.06,133.02,12.84,0.02,125.69,0.68
28-06-2022 06:00,18.50,71.87,0.00,39.23,54.20,28.57,67.71,12.54,0.02,124.10,0.61
28-06-2022 07:00,12.50,82.50,0.67,43.61,51.35,34.76,56.59,11.64,0.02,95.00,0.92
28-06-2022 08:00,1.20,83.06,0.00,44.43,51.36,35.34,55.61,11.53,0.02,259.85,1.06
28-06-2022 10:00,0.00,81.13,"7,320.16",36.15,49.84,24.40,60.43,12.00,0.36,186.17,2.25
28-06-2022 11:00,3.00,75.75,"15,249.45",32.17,46.23,21.57,58.21,13.47,0.57,198.90,1.81
28-06-2022 12:00,31.67,65.23,"35,536.32",27.02,43.11,16.77,57.45,16.01,0.05,217.07,2.00
28-06-2022 13:00,50.50,61.62,"62,010.33",26.91,42.78,16.14,54.91,17.67,0.03,237.33,3.00
28-06-2022 14:00,79.67,57.32,"56,654.74",29.72,49.36,17.62,64.25,19.59,0.04,234.91,1.89
28-06-2022 15:00,99.33,56.93,"45,398.37",32.16,51.94,18.66,65.77,20.21,0.11,256.42,2.10
28-06-2022 16:00,100.00,62.85,"34,147.28",33.92,53.23,20.60,66.46,20.07,0.13,247.96,1.96
28-06-2022 17:00,100.00,59.05,"51,640.87",32.01,50.20,18.53,61.23,20.57,0.18,290.70,2.10
28-06-2022 18:00,100.00,63.67,"38,184.16",35.22,57.14,20.35,71.35,20.18,0.29,292.27,3.16
28-06-2022 19:00,97.17,70.85,"2,763.82",39.26,111.61,18.82,173.74,15.31,0.17,199.71,3.22
28-06-2022 20:00,79.83,78.98,626.98,35.25,43.90,23.68,48.56,13.01,0.03,219.39,1.23
28-06-2022 21:00,69.83,77.59,"2,018.96",40.57,62.63,24.42,79.17,13.30,0.30,226.34,1.39
28-06-2022 22:00,60.67,64.22,121.65,24.40,35.38,14.49,44.19,14.85,0.02,196.21,1.98
28-06-2022 23:00,51.00,68.78,0.67,22.30,29.44,14.71,35.18,14.01,0.02,219.57,0.63
29-06-2022 00:00,41.33,76.66,1.33,28.19,35.75,18.88,41.01,13.15,0.02,98.56,1.20
29-06-2022 01:00,30.00,77.73,0.67,31.74,46.08,19.93,57.19,13.02,0.02,261.63,0.77
29-06-2022 02:00,23.17,72.83,2.00,26.89,35.64,16.88,41.65,13.51,0.02,122.17,0.73
29-06-2022 03:00,21.33,78.49,2.00,30.57,38.77,20.94,43.78,12.83,0.02,206.34,3.03
29-06-2022 04:00,20.00,79.77,1.33,34.73,44.16,24.89,50.34,12.36,0.02,204.36,3.04
29-06-2022 05:00,17.17,77.91,0.67,29.50,35.76,20.86,39.23,12.27,0.02,206.26,2.14
29-06-2022 06:00,7.67,79.68,1.33,32.05,38.81,22.47,42.56,12.25,0.02,257.85,0.82
29-06-2022 07:00,0.00,86.57,2.67,42.45,51.77,31.06,56.56,11.92,0.02,91.19,1.23
29-06-2022 11:00,4.67,82.97,"15,433.17",29.05,33.43,21.61,36.58,12.85,0.31,239.47,1.44
29-06-2022 12:00,40.67,71.02,"37,086.61",22.12,26.18,14.66,28.72,15.64,0.10,238.68,1.76
29-06-2022 13:00,74.67,72.32,"38,631.36",30.72,38.90,20.58,44.20,17.70,0.05,189.35,1.24
29-06-2022 14:00,88.67,71.38,"34,278.18",25.51,33.73,15.97,39.70,17.09,0.14,252.41,2.37
29-06-2022 15:00,98.33,76.06,"19,416.12",29.28,45.02,17.57,57.34,15.51,0.34,241.10,3.54
29-06-2022 16:00,100.00,72.41,"31,056.38",29.06,43.89,16.77,54.54,16.50,0.11,258.94,3.39
29-06-2022 17:00,100.00,70.84,"53,543.92",32.08,49.05,18.05,60.36,17.90,0.11,266.54,3.39
29-06-2022 18:00,100.00,72.36,"34,240.46",33.35,52.38,19.28,65.67,17.73,0.18,245.94,4.65
29-06-2022 19:00,99.00,76.76,"5,035.70",37.66,67.73,20.52,91.96,14.87,0.34,213.46,2.96
29-06-2022 20:00,88.17,82.53,"2,110.56",48.10,67.66,28.42,80.56,12.27,0.23,224.86,3.58
29-06-2022 21:00,78.83,85.31,549.94,45.70,60.68,27.08,69.77,12.08,0.03,87.57,1.22
29-06-2022 22:00,74.50,90.46,53.41,51.21,60.46,34.50,63.97,11.56,0.02,254.78,1.62
29-06-2022 23:00,68.00,89.20,4.00,49.07,75.42,28.71,95.14,11.81,0.02,195.31,1.49
30-06-2022 00:00,59.50,87.93,4.00,49.38,75.40,27.73,95.77,11.96,0.02,215.95,1.51
30-06-2022 01:00,50.00,86.80,4.00,38.37,45.64,24.04,48.99,12.12,0.02,265.04,1.56
30-06-2022 02:00,41.33,92.78,3.33,61.91,89.06,41.26,114.61,11.59,0.02,222.57,0.53
30-06-2022 03:00,30.33,91.15,2.67,41.49,49.01,26.69,52.44,11.46,0.02,237.29,2.21
30-06-2022 04:00,23.33,90.73,3.33,36.90,43.68,23.36,47.05,11.31,0.02,256.14,2.22
30-06-2022 05:00,21.33,89.72,4.00,38.81,52.94,24.22,64.39,11.70,0.02,144.00,0.23
30-06-2022 06:00,20.17,94.06,4.00,71.08,132.54,44.78,196.99,11.41,0.02,70.78,0.25
30-06-2022 07:00,17.33,94.79,4.00,53.21,176.52,21.02,305.71,10.97,0.02,146.93,0.96
30-06-2022 08:00,9.17,93.64,0.67,23.48,36.23,13.20,46.17,10.51,0.02,134.50,0.63
30-06-2022 09:00,0.00,93.35,4.74,21.98,30.57,13.34,37.04,10.52,0.02,214.64,2.81
30-06-2022 11:00,0.33,87.38,"10,109.00",44.87,64.62,20.67,77.41,11.64,0.59,128.92,0.74
30-06-2022 12:00,16.33,84.01,"19,511.75",43.02,68.77,20.10,86.72,12.82,0.32,186.57,1.32
30-06-2022 13:00,77.50,79.49,"29,375.65",25.94,31.98,14.77,35.14,14.28,0.11,240.25,1.94
30-06-2022 14:00,96.50,79.45,"37,899.28",32.99,42.10,19.08,46.73,15.69,0.09,147.30,1.07
30-06-2022 15:00,100.00,74.14,"42,319.07",39.46,58.42,17.99,67.03,17.05,0.06,161.07,1.17
30-06-2022 16:00,100.00,73.60,"36,901.39",42.01,63.92,17.34,73.08,16.97,0.09,135.27,1.66
30-06-2022 17:00,100.00,67.33,"35,192.99",49.14,83.13,18.84,101.02,18.45,0.08,217.88,0.89
30-06-2022 18:00,100.00,61.90,"45,291.01",57.92,104.63,19.23,128.13,19.35,0.08,169.34,1.16
30-06-2022 19:00,100.00,67.14,"15,080.10",54.19,99.26,20.56,125.28,18.21,0.32,219.41,1.25
30-06-2022 20:00,100.00,68.76,"17,934.69",48.29,88.94,18.99,115.98,17.83,0.08,260.06,1.92
30-06-2022 21:00,100.00,72.87,"5,745.93",49.24,90.89,19.23,117.87,16.05,0.32,244.48,3.15
30-06-2022 22:00,89.33,81.09,294.41,51.18,83.61,23.12,103.88,14.27,0.09,243.90,2.47
30-06-2022 23:00,83.67,87.39,4.00,51.98,76.93,26.19,90.42,13.71,0.02,234.48,2.28
1/7/2022 0:00:00,81.67,89.54,4.00,48.45,69.76,24.08,79.62,13.38,0.02,213.77,2.87
1/7/2022 1:00:00,81.00,91.99,4.00,49.61,68.22,26.47,75.86,13.35,0.02,230.49,2.05
1/7/2022 2:00:00,80.00,93.85,3.33,50.66,68.23,28.74,74.53,13.01,0.02,228.93,4.33
1/7/2022 3:00:00,77.83,94.40,4.00,54.62,73.89,31.25,80.81,12.85,0.02,237.20,4.03
1/7/2022 4:00:00,74.67,93.37,4.01,45.55,60.57,25.42,66.97,12.64,0.02,216.46,1.23
1/7/2022 5:00:00,69.17,94.41,4.00,21.48,99.59,9.39,200.83,11.04,0.02,267.36,1.55
1/7/2022 6:00:00,62.00,94.60,0.67,20.11,31.34,11.09,40.61,10.88,0.02,231.84,2.51
1/7/2022 7:00:00,53.67,95.89,1.33,16.21,18.76,12.14,20.64,10.68,0.02,220.96,2.22
1/7/2022 8:00:00,46.17,95.35,3.33,24.28,36.72,14.69,47.69,10.73,0.02,188.39,1.62
1/7/2022 9:00:00,38.33,93.47,164.83,23.89,42.99,12.35,62.31,10.91,0.02,145.17,0.78
1/7/2022 10:00:00,27.67,93.65,"1,599.87",43.80,302.62,19.76,329.79,11.15,0.41,99.83,0.71
1/7/2022 11:00:00,27.83,95.68,"5,067.51",66.77,614.19,25.60,530.17,11.08,0.40,107.65,0.99
1/7/2022 12:00:00,48.50,93.41,"12,262.47",31.86,50.65,20.68,69.51,11.39,0.73,122.46,1.79
1/7/2022 13:00:00,78.67,93.01,"16,601.49",34.05,40.36,23.08,43.69,11.46,0.74,136.06,1.73
1/7/2022 14:00:00,99.67,88.59,"19,998.57",21.61,25.81,13.17,28.82,11.70,0.43,135.36,1.38
1/7/2022 15:00:00,100.00,82.21,"26,760.04",26.53,35.03,14.51,40.33,13.31,0.17,181.59,0.99
1/7/2022 16:00:00,100.00,81.85,"26,992.66",23.71,33.26,14.05,40.75,13.70,0.15,195.66,2.16
1/7/2022 17:00:00,100.00,79.31,"20,547.48",27.83,40.07,15.97,49.17,14.64,0.30,187.16,2.10
1/7/2022 18:00:00,100.00,84.66,"24,963.05",48.48,244.99,21.86,171.85,14.57,0.17,125.61,1.25
1/7/2022 19:00:00,100.00,80.97,"22,616.59",28.86,35.59,17.89,39.09,15.15,0.15,144.44,1.10
1/7/2022 20:00:00,100.00,72.66,"16,253.50",28.23,40.80,14.95,48.47,16.57,0.22,186.29,0.88
1/7/2022 21:00:00,99.33,63.40,"5,565.13",31.64,54.42,14.63,70.73,16.61,0.46,175.37,0.70
1/7/2022 22:00:00,87.00,78.57,213.96,34.94,47.66,21.11,55.03,14.57,0.03,131.21,0.60
1/7/2022 23:00:00,82.17,81.44,3.33,43.66,75.44,24.27,103.81,13.89,0.02,171.15,0.49
2/7/2022 0:00:00,79.67,86.36,3.33,47.12,59.95,32.96,68.45,13.59,0.02,279.09,0.60
2/7/2022 1:00:00,76.83,86.58,3.33,47.68,75.37,28.45,97.01,13.28,0.02,206.53,1.10
2/7/2022 2:00:00,72.17,86.72,3.33,41.69,71.04,23.73,97.00,12.81,0.02,163.81,0.45
2/7/2022 3:00:00,64.83,89.51,0.67,38.01,50.20,24.22,57.56,12.39,0.02,62.00,1.11
2/7/2022 4:00:00,55.33,90.56,0.67,41.01,54.84,27.02,64.63,11.98,0.02,214.25,0.86
2/7/2022 5:00:00,46.50,92.21,0.00,45.71,56.18,32.88,61.84,12.07,0.02,216.20,1.08
2/7/2022 6:00:00,38.33,92.96,0.00,82.96,244.86,35.11,408.67,11.83,0.02,124.96,0.33
2/7/2022 7:00:00,27.33,92.67,0.67,51.74,89.19,30.00,121.04,11.78,0.02,201.24,0.73
2/7/2022 8:00:00,22.83,92.18,2.67,45.34,67.22,29.17,83.12,11.88,0.02,246.01,0.64
2/7/2022 9:00:00,21.00,90.04,165.42,40.21,59.35,27.93,79.46,12.15,0.02,209.61,0.75
2/7/2022 10:00:00,21.00,88.70,"3,526.48",43.65,75.84,26.83,109.72,12.50,0.33,188.19,0.48
2/7/2022 11:00:00,30.33,84.92,"12,893.94",64.05,135.43,30.56,194.84,13.73,0.50,193.30,0.84
2/7/2022 12:00:00,47.00,71.11,"33,953.72",30.95,46.75,18.96,59.39,17.47,0.07,251.32,0.76
2/7/2022 13:00:00,62.33,66.55,"61,745.57",42.11,65.61,26.62,84.17,20.39,0.05,185.67,1.07
2/7/2022 14:00:00,64.50,65.54,"73,283.65",42.55,61.92,27.83,75.06,20.78,0.07,157.02,1.39
2/7/2022 15:00:00,83.17,63.27,"72,015.69",35.42,55.23,20.34,69.14,21.28,0.06,132.50,1.58
2/7/2022 16:00:00,97.17,54.22,"64,916.82",33.94,56.95,16.68,72.02,23.05,0.02,151.27,1.48
2/7/2022 17:00:00,100.00,49.98,"73,619.38",35.80,60.63,17.29,77.56,23.83,0.09,148.19,1.47
2/7/2022 18:00:00,100.00,55.16,"43,050.66",37.69,60.29,20.23,75.36,23.36,0.22,204.30,1.54
2/7/2022 19:00:00,77.17,73.98,"3,199.97",40.59,76.11,21.64,103.52,18.14,0.33,250.06,4.04
2/7/2022 20:00:00,50.67,78.27,"2,131.66",34.18,51.07,20.32,63.56,15.61,0.21,206.89,3.80
2/7/2022 21:00:00,39.33,80.80,"2,201.33",45.85,71.90,24.92,87.45,15.08,0.39,214.76,2.79
2/7/2022 22:00:00,26.00,80.36,93.01,48.67,82.18,25.00,104.25,15.24,0.02,160.53,0.98
2/7/2022 23:00:00,22.17,75.06,2.00,39.08,75.01,18.66,102.69,15.19,0.02,185.15,1.12
3/7/2022 0:00:00,20.83,79.68,0.00,35.09,45.79,21.73,51.21,14.58,0.02,239.48,1.40
3/7/2022 1:00:00,19.67,82.17,0.67,37.12,47.47,23.27,52.19,14.13,0.02,69.03,0.70
3/7/2022 2:00:00,15.50,88.06,0.67,35.28,44.45,22.27,48.50,13.23,0.02,269.80,3.10
3/7/2022 3:00:00,4.33,89.02,2.00,30.19,37.78,18.26,41.15,13.00,0.02,277.00,3.53
3/7/2022 4:00:00,0.00,92.47,4.00,33.15,40.53,22.30,43.89,12.74,0.02,269.00,3.55
3/7/2022 11:00:00,5.50,73.56,"15,840.78",13.46,18.46,6.86,22.61,14.42,0.40,199.39,0.96
3/7/2022 12:00:00,45.67,65.94,"33,447.17",16.68,24.17,9.35,30.95,17.27,0.16,215.82,1.13
3/7/2022 13:00:00,84.33,70.76,"30,284.91",20.83,32.42,11.07,42.94,17.06,0.15,173.16,0.87
3/7/2022 14:00:00,100.00,62.08,"45,389.86",24.25,48.58,12.59,70.33,19.46,0.07,223.67,1.25
3/7/2022 15:00:00,100.00,68.72,"32,347.30",23.40,37.31,12.73,48.73,18.36,0.12,236.52,2.44
3/7/2022 16:00:00,100.00,65.60,"37,716.67",21.94,29.71,11.69,34.46,19.42,0.16,241.31,1.29
3/7/2022 17:00:00,100.00,60.95,"68,330.46",24.63,37.91,12.72,45.98,20.79,0.11,284.04,2.30
3/7/2022 18:00:00,100.00,65.98,"15,263.19",25.77,44.83,12.60,58.43,19.23,0.39,249.50,3.20
3/7/2022 19:00:00,100.00,70.51,"10,642.68",17.50,31.29,9.03,43.49,15.32,0.61,217.27,5.73
3/7/2022 20:00:00,100.00,73.17,"12,185.90",20.04,25.48,12.24,29.30,15.62,0.62,218.05,3.94
3/7/2022 21:00:00,94.50,74.86,"3,770.25",25.29,36.01,14.88,44.37,15.44,0.29,207.32,2.64
3/7/2022 22:00:00,82.33,81.96,39.72,28.07,33.47,18.40,36.54,14.26,0.02,257.72,1.48
3/7/2022 23:00:00,77.67,80.54,2.00,23.79,28.16,15.75,31.02,14.09,0.02,249.37,1.54
4/7/2022 0:00:00,73.17,86.51,0.00,29.53,39.12,17.68,45.39,13.46,0.02,237.48,0.99
4/7/2022 1:00:00,65.67,90.37,2.00,46.56,87.37,28.61,125.16,12.93,0.02,99.96,1.00
4/7/2022 2:00:00,56.50,94.16,2.67,80.61,217.27,39.55,166.77,12.17,0.02,211.99,0.64
4/7/2022 3:00:00,47.33,95.25,3.33,249.53,56.55,33.18,64.06,12.19,0.02,240.27,3.59
4/7/2022 4:00:00,38.83,96.42,4.00,113.53,255.84,43.07,196.94,12.12,0.02,218.91,0.65
4/7/2022 5:00:00,28.00,96.15,4.00,119.43,361.12,49.17,740.88,12.09,0.02,141.16,0.54
4/7/2022 6:00:00,22.83,96.55,4.00,116.98,429.59,25.39,611.09,11.77,0.02,78.86,1.58
4/7/2022 7:00:00,21.00,97.13,4.00,107.80,666.51,20.76,995.52,11.30,0.02,152.61,0.26
4/7/2022 8:00:00,19.67,97.00,4.00,95.71,156.95,55.92,206.90,10.97,0.02,263.66,1.61
4/7/2022 9:00:00,16.33,97.15,51.34,46.54,76.38,27.89,95.58,10.94,0.02,225.51,2.39
4/7/2022 10:00:00,5.67,97.29,788.69,41.27,223.36,21.53,323.95,10.94,0.04,225.13,1.72
4/7/2022 11:00:00,0.00,96.71,"6,370.12",39.22,53.85,29.25,69.42,10.97,0.43,236.82,1.95
4/7/2022 12:00:00,15.83,93.20,"26,988.44",16.00,17.69,11.85,18.65,11.21,0.40,242.63,3.93
4/7/2022 13:00:00,90.50,82.68,"44,491.92",8.02,8.95,5.31,9.70,13.07,0.07,245.90,3.62
4/7/2022 14:00:00,100.00,79.25,"45,453.17",8.07,10.33,5.46,12.28,13.89,0.08,246.13,4.58
4/7/2022 15:00:00,100.00,77.15,"42,221.39",11.01,16.43,6.79,22.25,14.93,0.06,249.65,4.14
4/7/2022 16:00:00,100.00,77.71,"20,376.13",12.38,18.47,7.36,24.50,14.90,0.33,258.75,3.12
4/7/2022 17:00:00,100.00,80.84,"36,041.14",13.04,20.60,8.23,27.89,14.66,0.21,241.95,4.07
4/7/2022 18:00:00,100.00,78.96,"19,118.25",13.32,20.63,8.66,28.76,14.94,0.27,248.65,2.98
4/7/2022 19:00:00,100.00,76.31,"24,821.68",15.70,19.29,10.53,22.10,15.66,0.37,251.55,1.69
4/7/2022 20:00:00,100.00,64.23,"24,689.53",17.88,27.21,10.62,36.17,18.82,0.26,264.69,1.36
4/7/2022 21:00:00,100.00,69.36,"6,963.59",18.38,23.96,11.48,28.33,17.37,0.34,251.47,0.66
4/7/2022 22:00:00,92.50,82.21,336.91,19.55,22.66,14.81,25.56,15.03,0.08,106.34,0.64
4/7/2022 23:00:00,83.83,86.42,2.67,29.58,37.96,23.70,48.38,13.79,0.02,248.75,1.37
5/7/2022 0:00:00,80.83,85.16,0.00,16.23,19.12,12.03,21.91,13.13,0.02,261.18,1.84
5/7/2022 1:00:00,78.83,85.56,0.00,14.64,17.44,10.49,19.86,12.64,0.02,271.48,1.49
5/7/2022 2:00:00,76.50,87.28,0.00,14.36,16.41,10.63,18.17,12.40,0.02,284.12,1.49
5/7/2022 3:00:00,73.67,91.73,0.00,17.55,19.98,13.52,21.80,12.14,0.02,280.60,1.83
5/7/2022 4:00:00,69.17,94.06,0.00,21.75,24.58,17.16,26.60,11.68,0.02,294.85,1.41
5/7/2022 5:00:00,62.00,93.80,0.67,20.54,23.33,16.12,25.73,11.58,0.02,264.41,1.73
5/7/2022 6:00:00,53.50,92.67,2.00,20.54,24.13,14.60,26.94,11.68,0.02,238.79,0.50
5/7/2022 7:00:00,45.33,93.82,0.67,27.09,31.67,20.60,34.82,11.46,0.02,195.39,0.38
5/7/2022 8:00:00,36.67,95.92,1.33,39.89,49.81,31.69,58.71,11.26,0.02,264.17,0.54
5/7/2022 9:00:00,26.67,95.13,264.10,30.13,48.22,21.94,70.04,11.24,0.09,261.80,0.44
5/7/2022 10:00:00,26.67,89.49,"5,424.05",19.83,35.77,12.38,56.05,11.97,0.49,160.17,0.06
5/7/2022 11:00:00,43.00,81.32,"12,122.31",25.98,58.83,14.66,94.73,13.98,0.63,177.89,0.79
5/7/2022 12:00:00,75.17,77.83,"29,881.33",21.80,31.40,14.57,41.39,15.51,0.11,135.10,1.03
5/7/2022 13:00:00,100.00,70.70,"53,469.81",19.24,30.61,12.11,40.85,17.38,0.07,131.79,1.37
5/7/2022 14:00:00,100.00,59.68,"56,023.98",20.28,30.42,11.57,38.90,19.87,0.05,208.70,0.97
5/7/2022 15:00:00,100.00,51.90,"66,843.04",20.84,32.73,11.45,41.65,21.59,0.06,251.81,1.61
5/7/2022 16:00:00,100.00,58.65,"28,994.51",22.15,38.24,12.17,51.61,21.21,0.20,254.61,1.34
5/7/2022 17:00:00,100.00,65.40,"20,975.13",25.74,48.58,14.61,67.60,19.74,0.35,237.53,1.71
5/7/2022 18:00:00,100.00,65.71,"38,961.62",25.77,39.55,16.10,50.81,20.10,0.38,247.76,3.01
5/7/2022 19:00:00,100.00,81.87,"6,029.83",28.99,35.24,19.81,39.44,14.60,0.44,253.50,4.54
5/7/2022 20:00:00,100.00,79.40,"8,312.02",25.21,29.53,17.29,32.42,15.68,0.52,251.03,3.68
5/7/2022 21:00:00,97.17,77.03,"6,430.89",22.59,26.24,15.46,28.83,16.70,0.33,262.76,4.53
5/7/2022 22:00:00,83.17,79.19,253.88,24.79,28.72,17.31,31.39,16.09,0.07,270.10,2.50
5/7/2022 23:00:00,80.33,82.23,2.67,27.66,31.45,20.38,34.36,15.50,0.02,279.58,2.20
6/7/2022 0:00:00,77.17,83.10,0.67,22.24,26.02,14.78,28.89,14.62,0.02,284.62,2.70
6/7/2022 1:00:00,71.50,86.87,3.33,21.51,25.82,14.63,28.78,14.03,0.02,316.96,0.20
6/7/2022 2:00:00,63.83,89.54,53.13,24.80,29.21,17.01,32.22,13.69,0.02,263.39,0.82
6/7/2022 3:00:00,54.50,90.05,0.00,23.47,27.63,16.30,30.64,13.35,0.02,260.75,1.45
6/7/2022 4:00:00,45.67,93.86,2.67,59.87,102.93,34.01,128.61,12.94,0.02,242.80,1.79
6/7/2022 5:00:00,36.67,93.21,0.00,26.95,30.60,21.37,33.11,12.69,0.02,261.29,1.43
6/7/2022 6:00:00,26.17,89.48,0.00,17.66,20.45,12.12,22.82,12.56,0.02,295.79,1.43
6/7/2022 7:00:00,22.50,90.56,0.00,21.09,24.75,15.29,27.49,12.45,0.02,305.38,0.23
6/7/2022 8:00:00,20.83,92.00,0.67,24.64,28.23,18.60,31.12,12.27,0.02,241.79,0.35
6/7/2022 9:00:00,19.67,91.01,230.43,24.09,27.77,17.48,30.68,12.20,0.07,255.67,0.62
6/7/2022 10:00:00,20.17,87.52,"6,483.43",27.54,36.44,18.83,43.75,12.87,0.44,205.80,0.75
6/7/2022 11:00:00,39.50,75.71,"18,897.86",20.16,24.69,13.51,27.95,15.79,0.31,255.99,1.06
6/7/2022 12:00:00,57.33,75.46,"23,205.62",22.73,29.16,15.54,34.96,16.01,0.34,218.16,1.76
6/7/2022 13:00:00,75.83,72.61,"24,781.76",22.41,29.03,14.66,34.68,16.89,0.24,225.22,1.40
6/7/2022 14:00:00,93.67,69.41,"31,210.59",22.53,33.60,14.28,43.10,18.62,0.20,244.45,1.45
6/7/2022 15:00:00,87.67,74.78,"10,206.68",23.15,38.58,13.42,52.36,16.96,0.54,216.52,1.85
6/7/2022 16:00:00,98.00,74.59,"11,579.39",21.66,33.36,12.74,43.13,16.73,0.84,233.93,2.34
6/7/2022 17:00:00,99.50,68.67,"29,877.00",21.75,30.86,12.87,37.25,18.61,0.44,257.00,2.32
6/7/2022 18:00:00,100.00,63.70,"20,319.44",24.01,34.07,14.90,40.87,19.79,0.32,195.85,1.25
6/7/2022 19:00:00,100.00,61.92,"56,385.82",23.56,38.19,12.71,48.72,20.59,0.51,261.91,3.00
6/7/2022 20:00:00,100.00,65.31,"31,334.10",24.40,39.11,13.39,49.03,20.03,0.43,260.93,4.28
6/7/2022 21:00:00,100.00,67.07,"10,667.25",25.15,41.59,13.93,54.08,19.16,0.20,256.98,3.64
6/7/2022 22:00:00,92.50,70.92,732.14,25.50,39.90,15.12,51.18,17.64,0.15,251.84,2.76
6/7/2022 23:00:00,81.67,75.89,4.03,23.46,41.15,13.54,58.24,15.98,0.02,212.01,1.92
7/7/2022 0:00:00,74.00,80.30,3.33,34.39,87.39,12.06,133.61,13.31,0.02,279.59,1.35
7/7/2022 1:00:00,65.00,79.90,4.00,35.94,82.34,13.67,123.75,13.56,0.02,117.71,0.94
7/7/2022 2:00:00,55.67,86.69,4.00,48.17,151.59,23.32,77.83,13.53,0.02,114.58,1.18
7/7/2022 3:00:00,45.67,91.99,1.33,54.22,164.25,18.92,108.96,12.02,0.02,150.83,4.21
7/7/2022 4:00:00,36.00,85.40,0.00,12.53,15.43,7.19,17.85,12.16,0.02,195.70,3.12
7/7/2022 5:00:00,25.83,87.70,0.00,17.03,29.13,9.00,40.23,12.11,0.02,74.62,1.24
7/7/2022 6:00:00,22.17,87.37,0.67,14.37,21.14,7.73,27.20,12.26,0.02,136.98,0.57
7/7/2022 7:00:00,20.67,87.82,1.33,19.07,34.68,9.93,50.45,12.57,0.02,269.43,0.41
7/7/2022 8:00:00,19.67,87.31,1.33,14.35,19.50,8.76,23.84,12.68,0.02,222.13,0.14
7/7/2022 9:00:00,15.50,90.36,149.85,17.13,20.78,11.82,24.02,12.32,0.02,241.34,1.21
7/7/2022 10:00:00,5.67,88.34,"2,892.94",14.34,17.16,10.26,19.52,12.55,0.36,219.10,1.93
7/7/2022 11:00:00,4.67,84.88,"12,731.76",25.59,38.43,15.78,49.45,13.61,0.42,196.57,1.34
7/7/2022 12:00:00,40.17,75.45,"32,046.75",13.91,18.33,8.81,22.42,16.01,0.27,230.80,2.27
7/7/2022 13:00:00,66.17,76.94,"23,224.88",14.98,19.61,9.21,23.81,15.47,0.28,248.61,2.50
7/7/2022 14:00:00,95.67,65.45,"34,344.89",14.30,21.34,7.70,27.28,18.89,0.14,271.76,1.26
7/7/2022 15:00:00,100.00,71.53,"28,620.00",16.47,27.35,9.25,36.72,17.76,0.18,216.18,2.99
7/7/2022 16:00:00,100.00,83.39,"27,187.91",15.77,19.54,10.45,22.30,15.45,0.48,230.59,4.52
7/7/2022 17:00:00,100.00,77.80,"42,425.86",16.60,28.13,9.35,38.08,16.50,0.30,195.48,4.31
